,0,1,2,3,4
388,2.0,0.0,11.111111,0.93,0.381711
389,1.0,0.0,12.166667,0.82,0.39415100000000003
390,1.0,0.0,12.755556,0.79,0.406418
391,1.0,0.0,13.838889000000002,0.84,0.453251
392,1.0,0.0,16.183332999999998,0.73,0.49835
393,2.0,0.0,17.516667,0.67,0.5207
394,2.0,0.0,17.383333,0.67,0.516737
395,2.0,0.0,17.361110999999998,0.71,0.528438
396,2.0,0.0,17.205556,0.74,0.53289
397,2.0,0.0,15.633332999999999,0.81,0.503675
398,3.0,0.0,13.577778,0.9,0.4592
399,4.0,0.0,10.911111,0.86,0.361245
400,4.0,0.0,8.8,0.99,0.249627
401,3.0,0.0,8.961111,0.93,0.25317
402,3.0,0.0,8.2,0.96,0.22338000000000002
403,3.0,0.0,7.688889,0.96,0.19905499999999998
404,3.0,0.0,7.766667,0.96,0.216596
405,4.0,0.0,8.2,0.96,0.231521
406,4.0,0.0,8.177778,0.93,0.215571
407,2.0,0.0,7.311111,0.82,0.218583
408,3.0,0.0,7.644444,0.93,0.217862
409,3.0,0.0,6.622222,0.93,0.158696
410,3.0,0.0,6.683333,0.93,0.170148
411,3.0,0.0,6.088889,0.93,0.132931
412,3.0,0.0,6.066667,0.93,0.13226300000000002
413,2.0,0.0,6.144444,0.93,0.13121300000000002
414,2.0,0.0,7.133333,0.8,0.157352
415,3.0,0.0,7.205556,0.86,0.172805
416,2.0,0.0,7.566667,0.84,0.181956
417,2.0,0.0,8.9,0.77,0.221505
418,2.0,0.0,9.961111,0.71,0.25272
419,2.0,0.0,9.888889,0.71,0.250183
420,2.0,0.0,11.066667,0.71,0.336847
421,3.0,0.0,10.116667,0.76,0.31693499999999997
422,3.0,0.0,11.038889,0.66,0.326177
423,3.0,0.0,10.65,0.7,0.322269
424,3.0,0.0,10.05,0.7,0.304113
425,2.0,0.0,9.9,0.66,0.26026900000000003
426,3.0,0.0,8.794444,0.71,0.23758600000000002
427,2.0,0.0,7.8277779999999995,0.72,0.202576
428,3.0,0.0,7.855556,0.72,0.21397199999999997
429,2.0,0.0,7.316667,0.75,0.210695
430,3.0,0.0,7.2444440000000005,0.75,0.206369
431,1.0,0.0,5.438889,0.88,0.182007
432,3.0,0.0,7.2,0.76,0.184052
433,3.0,0.0,6.688889,0.7,0.14903
434,3.0,0.0,6.211111,0.73,0.13711900000000002
435,3.0,0.0,6.111111,0.76,0.13958399999999999
436,3.0,0.0,6.111111,0.76,0.133927
437,3.0,0.0,6.1722220000000005,0.76,0.142455
438,3.0,0.0,7.222222,0.71,0.168254
439,3.0,0.0,7.288889,0.73,0.177579
440,3.0,0.0,7.405556,0.72,0.18709800000000001
441,3.0,0.0,7.961111,0.7,0.21232399999999998
442,3.0,0.0,8.033333,0.7,0.23628000000000002
443,3.0,0.0,9.077778,0.65,0.26661399999999996
444,3.0,0.0,9.05,0.62,0.260966
445,3.0,0.0,9.05,0.65,0.26579899999999995
446,3.0,0.0,9.183333,0.65,0.269714
447,3.0,0.0,9.072222,0.7,0.250065
448,3.0,0.0,7.983333,0.75,0.230423
449,3.0,0.0,8.072222,0.75,0.22592399999999999
450,3.0,0.0,7.894444,0.82,0.22713200000000003
451,3.0,0.0,7.311111,0.83,0.197344
452,2.0,0.0,7.338889,0.84,0.205064
453,2.0,0.0,6.622222,0.85,0.176724
454,1.0,0.0,6.066667,0.88,0.158582
455,1.0,0.0,8.338889,0.88,0.279053
456,2.0,0.0,5.183333,0.91,0.157996
457,2.0,0.0,3.722222,0.94,0.10858399999999999
458,2.0,0.0,4.855556,0.93,0.147054
459,4.0,0.0,5.211111,0.92,0.178095
460,3.0,0.0,6.2555559999999995,0.92,0.186164
461,2.0,0.0,7.794444,0.87,0.230506
462,2.0,0.0,10.05,0.76,0.314846
463,2.0,0.0,12.2,0.66,0.36048600000000003
464,2.0,0.0,12.7,0.63,0.368478
465,1.0,0.0,13.933333,0.58,0.391861
466,1.0,0.0,15.094444000000001,0.59,0.427203
467,2.0,0.0,15.15,0.5,0.404505
468,1.0,0.0,16.177778,0.44,0.41466899999999995
469,1.0,0.0,16.25,0.55,0.448338
470,1.0,0.0,16.294444,0.5,0.435062
471,1.0,0.0,16.1,0.56,0.447065
472,1.0,0.0,12.955556,0.68,0.387423
473,2.0,0.0,13.85,0.64,0.40430900000000003
474,2.0,0.0,12.777778,0.69,0.384381
475,2.0,0.0,12.15,0.72,0.37198400000000004
476,2.0,0.0,10.677778,0.81,0.344017
477,2.0,0.0,10.444444,0.83,0.340217
478,2.0,0.0,9.822222,0.8,0.309008
479,2.0,0.0,11.027778,0.74,0.341552
480,2.0,0.0,7.138889,0.93,0.24524899999999997
481,2.0,0.0,7.622222,0.89,0.22315900000000002
482,2.0,0.0,7.627778,0.86,0.235711
483,2.0,0.0,7.044444,0.86,0.196993
484,1.0,0.0,8.6,0.84,0.256102
485,1.0,0.0,9.65,0.84,0.278938
486,1.0,0.0,12.105556,0.72,0.37062399999999995
487,1.0,0.0,12.777778,0.71,0.38893
488,1.0,0.0,13.811110999999999,0.65,0.405632
489,1.0,0.0,16.016667,0.48,0.421943
490,1.0,0.0,17.127778,0.47,0.448165
491,1.0,0.0,17.144444,0.43,0.436395
492,2.0,0.0,17.777778,0.4,0.443022
493,2.0,0.0,17.777778,0.37,0.433529
494,2.0,0.0,17.805556,0.43,0.45322299999999993
495,2.0,0.0,16.155556,0.52,0.437105
496,2.0,0.0,14.05,0.63,0.407647
497,2.0,0.0,13.088889,0.67,0.38908000000000004
498,2.0,0.0,12.288889,0.72,0.376237
499,3.0,0.0,12.777778,0.66,0.377558
500,3.0,0.0,12.727778,0.67,0.378346
501,3.0,0.0,12.266667,0.69,0.369006
502,3.0,0.0,11.711111,0.71,0.35646300000000003
503,1.0,0.0,10.827778,0.86,0.358486
504,3.0,0.0,12.2,0.59,0.34528400000000004
505,3.0,0.0,12.2,0.6,0.347456
506,3.0,0.0,11.688889,0.68,0.349545
507,3.0,0.0,11.205556,0.77,0.353042
508,2.0,0.0,11.133333,0.77,0.350767
509,2.0,0.0,11.438889,0.77,0.360394
510,2.0,0.0,13.033333,0.81,0.419908
511,2.0,0.0,17.244444,0.62,0.49726099999999995
512,2.0,0.0,17.738889,0.53,0.483101
513,3.0,0.0,17.844444,0.56,0.49550500000000003
514,2.0,0.0,18.861110999999998,0.56,0.5237350000000001
515,3.0,0.0,18.666667,0.56,0.518336
516,3.0,0.0,17.822222,0.56,0.49488699999999997
517,3.0,0.0,17.8,0.59,0.503776
518,2.0,0.0,17.35,0.57,0.484863
519,2.0,0.0,16.066667000000002,0.67,0.47759799999999997
520,2.0,0.0,14.933333,0.73,0.45985699999999996
521,2.0,0.0,13.922222,0.78,0.441112
522,2.0,0.0,12.755556,0.84,0.41777
523,2.0,0.0,12.755556,0.84,0.41777
524,2.0,0.0,12.372222,0.86,0.40962
525,2.0,0.0,11.183333,0.93,0.38419200000000003
526,2.0,0.0,11.666667,0.9,0.394567
527,1.0,0.0,8.977778,0.95,0.28365799999999997
528,2.0,0.0,10.577778,0.93,0.36338899999999996
529,2.0,0.0,10.533333,0.89,0.354362
530,2.0,0.0,10.588889,0.87,0.352462
531,2.0,0.0,9.983333,0.89,0.324085
532,2.0,0.0,11.022222,0.86,0.36492399999999997
533,1.0,0.0,13.538889000000001,0.75,0.42173599999999994
534,1.0,0.0,13.888889,0.68,0.415333
535,1.0,0.0,15.0,0.67,0.44588999999999995
536,1.0,0.0,17.183332999999998,0.57,0.480205
537,2.0,0.0,16.2,0.62,0.46714300000000003
538,2.0,0.0,17.75,0.56,0.492882
539,2.0,0.0,18.405556,0.54,0.504533
540,1.0,0.0,17.822222,0.59,0.504405
541,1.0,0.0,17.311111,0.57,0.48377600000000004
542,1.0,0.0,17.505556,0.55,0.48297799999999996
543,2.0,0.0,17.266667,0.54,0.473314
544,2.0,0.0,15.138889,0.61,0.43385
545,2.0,0.0,13.25,0.69,0.398586
546,1.0,0.0,12.294444,0.72,0.376407
547,1.0,0.0,10.7,0.79,0.340923
548,1.0,0.0,9.855556,0.85,0.31686
549,1.0,0.0,9.522222,0.88,0.290858
550,1.0,0.0,8.405555999999999,0.92,0.28726799999999997
551,2.0,0.0,13.011111,0.82,0.421508
